Panel Number,Current,Voltage,Power,Shaded
1,6.32,48.4,306.0,False
2,6.32,48.4,306.0,False
3,6.32,48.4,306.0,False
4,6.32,48.4,306.0,False
5,6.32,48.4,306.0,False
6,6.32,48.4,306.0,False
7,6.32,48.4,306.0,False
8,6.32,48.4,306.0,False
9,6.32,48.4,306.0,False
10,6.32,48.4,306.0,False
11,6.32,48.4,306.0,False
12,6.32,48.4,306.0,False
13,6.32,48.4,306.0,False
14,6.32,48.4,306.0,False
15,6.32,48.4,306.0,False
16,6.32,48.4,306.0,False
17,6.32,48.4,306.0,False
18,6.32,48.4,306.0,False
19,6.32,48.4,306.0,False
20,6.32,48.4,306.0,False
21,6.32,48.4,306.0,False
22,6.32,48.4,306.0,False
23,6.32,48.4,306.0,False
24,6.32,48.4,306.0,False
25,6.32,48.4,306.0,False
26,6.32,48.4,306.0,False
27,6.32,48.4,306.0,False
28,6.32,48.4,306.0,False
29,6.32,48.4,306.0,False
30,6.32,48.4,306.0,False
31,6.32,48.4,306.0,False
32,6.32,48.4,306.0,False
33,6.32,48.4,306.0,False
34,6.32,48.4,306.0,False
35,6.32,48.4,306.0,False
36,6.32,48.4,306.0,False
37,6.32,48.4,306.0,False
38,6.32,48.4,306.0,False
39,6.32,48.4,306.0,False
40,6.32,48.4,306.0,False
41,6.32,48.4,306.0,False
42,6.32,48.4,306.0,False
43,6.32,48.4,306.0,False
44,6.32,48.4,306.0,False
45,6.32,48.4,306.0,False
46,6.32,48.4,306.0,False
47,6.32,48.4,306.0,False
48,6.32,48.4,306.0,False
49,6.32,48.4,306.0,False
50,6.32,48.4,306.0,False
51,6.32,48.4,306.0,False
52,6.32,48.4,306.0,False
53,6.32,48.4,306.0,False
54,6.32,48.4,306.0,False
55,6.32,48.4,306.0,False
56,6.32,48.4,306.0,False
